Mã hồ sơ,Nhóm lĩnh vực,Kênh nộp hồ sơ,Tháng phát sinh,Số ngày giải quyết,Kết quả đánh giá
DVC-2026-009925,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 11,22,Trễ hẹn
DVC-2026-009235,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,10,Đúng hạn
DVC-2026-009602,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,6,Đúng hạn
DVC-2026-008157,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,2,Đúng hạn
DVC-2026-001497,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 12,12,Đúng hạn
DVC-2026-005111,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,24,Trễ hẹn
DVC-2026-002881,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,27,Trễ hẹn
DVC-2026-009712,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 5,6,Đúng hạn
DVC-2026-003674,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 11,10,Đúng hạn
DVC-2026-002574,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,9,Đúng hạn
DVC-2026-007397,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,11,Đúng hạn
DVC-2026-004666,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,44,Trễ hẹn
DVC-2026-000717,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,26,Trễ hẹn
DVC-2026-001320,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,4,Đúng hạn
DVC-2026-007228,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 3,22,Trễ hẹn
DVC-2026-002087,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 3,6,Đúng hạn
DVC-2026-007254,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,34,Trễ hẹn
DVC-2026-009970,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,8,Đúng hạn
DVC-2026-004111,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,4,Đúng hạn
DVC-2026-003154,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 4,5,Đúng hạn
DVC-2026-001852,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,38,Trễ hẹn
DVC-2026-004959,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,31,Trễ hẹn
DVC-2026-009853,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,30,Trễ hẹn
DVC-2026-001430,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,6,Đúng hạn
DVC-2026-003616,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,4,Đúng hạn
DVC-2026-007878,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,19,Trễ hẹn
DVC-2026-000175,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,3,Đúng hạn
DVC-2026-004490,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,10,Đúng hạn
DVC-2026-002765,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,33,Trễ hẹn
DVC-2026-008723,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,2,Đúng hạn
DVC-2026-001815,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,6,Đúng hạn
DVC-2026-007633,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,5,Đúng hạn
DVC-2026-001923,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,39,Trễ hẹn
DVC-2026-004405,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,11,Đúng hạn
DVC-2026-000271,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 6,6,Đúng hạn
DVC-2026-005522,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,6,Đúng hạn
DVC-2026-008038,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,4,Đúng hạn
DVC-2026-005350,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,4,Đúng hạn
DVC-2026-001736,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,1,Đúng hạn
DVC-2026-007240,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,9,Đúng hạn
DVC-2026-001465,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,7,Đúng hạn
DVC-2026-001011,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,25,Trễ hẹn
DVC-2026-003973,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,10,Đúng hạn
DVC-2026-000770,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,12,Đúng hạn
DVC-2026-008906,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,29,Trễ hẹn
DVC-2026-008857,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,16,Trễ hẹn
DVC-2026-009661,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,21,Trễ hẹn
DVC-2026-001233,Xây dựng,Trực tiếp tại quầy,Tháng 11,5,Đúng hạn
DVC-2026-005097,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 6,16,Trễ hẹn
DVC-2026-006793,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 9,2,Đúng hạn
DVC-2026-000794,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,13,Đúng hạn
DVC-2026-009279,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,13,Đúng hạn
DVC-2026-001445,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,1,Đúng hạn
DVC-2026-000904,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,10,Đúng hạn
DVC-2026-007046,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,37,Trễ hẹn
DVC-2026-005556,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,7,Đúng hạn
DVC-2026-007939,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,37,Trễ hẹn
DVC-2026-006256,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,40,Trễ hẹn
DVC-2026-006259,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,7,Đúng hạn
DVC-2026-007757,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 12,11,Đúng hạn
DVC-2026-008554,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,23,Trễ hẹn
DVC-2026-005392,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,2,Đúng hạn
DVC-2026-001630,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,8,Đúng hạn
DVC-2026-006125,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,8,Đúng hạn
DVC-2026-002796,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
DVC-2026-004487,Xây dựng,Trực tuyến (DVC),Tháng 2,13,Đúng hạn
DVC-2026-003679,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,17,Trễ hẹn
DVC-2026-009468,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 10,9,Đúng hạn
DVC-2026-003882,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,5,Đúng hạn
DVC-2026-004833,Xây dựng,Trực tiếp tại quầy,Tháng 8,20,Trễ hẹn
DVC-2026-004196,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,3,Đúng hạn
DVC-2026-005460,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,3,Đúng hạn
DVC-2026-008229,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,2,Đúng hạn
DVC-2026-004051,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 5,1,Đúng hạn
DVC-2026-005628,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,7,Đúng hạn
DVC-2026-004519,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,9,Đúng hạn
DVC-2026-004037,Xây dựng,Trực tuyến (DVC),Tháng 4,41,Trễ hẹn
DVC-2026-001729,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,35,Trễ hẹn
DVC-2026-000999,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,13,Đúng hạn
DVC-2026-008286,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,5,Đúng hạn
DVC-2026-009697,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,4,Đúng hạn
DVC-2026-003214,Xây dựng,Trực tuyến (DVC),Tháng 11,18,Trễ hẹn
DVC-2026-005618,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,2,Đúng hạn
DVC-2026-003958,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 12,10,Đúng hạn
DVC-2026-009947,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-008031,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,12,Đúng hạn
DVC-2026-003872,Xây dựng,Trực tiếp tại quầy,Tháng 3,9,Đúng hạn
DVC-2026-000449,Xây dựng,Trực tuyến (DVC),Tháng 9,20,Trễ hẹn
DVC-2026-000714,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,3,Đúng hạn
DVC-2026-009822,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,9,Đúng hạn
DVC-2026-001314,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,5,Đúng hạn
DVC-2026-000179,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,5,Đúng hạn
DVC-2026-005142,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,25,Trễ hẹn
DVC-2026-002425,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,2,Đúng hạn
DVC-2026-003857,Xây dựng,Trực tuyến (DVC),Tháng 1,38,Trễ hẹn
DVC-2026-009048,Xây dựng,Trực tuyến (DVC),Tháng 7,1,Đúng hạn
DVC-2026-004210,Xây dựng,Trực tiếp tại quầy,Tháng 5,21,Trễ hẹn
DVC-2026-008623,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,15,Trễ hẹn
DVC-2026-007759,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,4,Đúng hạn
DVC-2026-005733,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,33,Trễ hẹn
DVC-2026-004220,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,42,Trễ hẹn
DVC-2026-001587,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,7,Đúng hạn
DVC-2026-004195,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,6,Đúng hạn
DVC-2026-006871,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,6,Đúng hạn
DVC-2026-005808,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,3,Đúng hạn
DVC-2026-005063,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,11,Đúng hạn
DVC-2026-000967,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,44,Trễ hẹn
DVC-2026-002899,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,23,Trễ hẹn
DVC-2026-003481,Xây dựng,Trực tiếp tại quầy,Tháng 10,17,Trễ hẹn
DVC-2026-001383,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 1,40,Trễ hẹn
DVC-2026-003874,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,39,Trễ hẹn
DVC-2026-001528,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-004556,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,11,Đúng hạn
DVC-2026-009330,Xây dựng,Trực tiếp tại quầy,Tháng 6,21,Trễ hẹn
DVC-2026-007621,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 1,8,Đúng hạn
DVC-2026-003056,Xây dựng,Trực tuyến (DVC),Tháng 6,3,Đúng hạn
DVC-2026-002622,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,24,Trễ hẹn
DVC-2026-004643,Xây dựng,Trực tuyến (DVC),Tháng 10,33,Trễ hẹn
DVC-2026-007663,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,31,Trễ hẹn
DVC-2026-002208,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 9,7,Đúng hạn
DVC-2026-002085,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,11,Đúng hạn
DVC-2026-009258,Xây dựng,Trực tiếp tại quầy,Tháng 7,12,Đúng hạn
DVC-2026-002034,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,12,Đúng hạn
DVC-2026-001138,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,22,Trễ hẹn
DVC-2026-008389,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,12,Đúng hạn
DVC-2026-008051,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,2,Đúng hạn
DVC-2026-002361,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 8,1,Đúng hạn
DVC-2026-003087,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,13,Đúng hạn
DVC-2026-003137,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,6,Đúng hạn
DVC-2026-002731,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,37,Trễ hẹn
DVC-2026-000381,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,1,Đúng hạn
DVC-2026-008990,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 3,43,Trễ hẹn
DVC-2026-008567,Xây dựng,Trực tuyến (DVC),Tháng 9,9,Đúng hạn
DVC-2026-009500,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,5,Đúng hạn
DVC-2026-009778,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,3,Đúng hạn
DVC-2026-004033,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,5,Đúng hạn
DVC-2026-007723,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 5,6,Đúng hạn
DVC-2026-009663,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,38,Trễ hẹn
DVC-2026-002880,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,10,Đúng hạn
DVC-2026-004332,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,30,Trễ hẹn
DVC-2026-008694,Xây dựng,Trực tuyến (DVC),Tháng 10,41,Trễ hẹn
DVC-2026-001234,Xây dựng,Trực tuyến (DVC),Tháng 11,6,Đúng hạn
DVC-2026-008234,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
DVC-2026-006897,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 7,6,Đúng hạn
DVC-2026-007001,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 12,41,Trễ hẹn
DVC-2026-003474,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 10,9,Đúng hạn
DVC-2026-009064,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 2,10,Đúng hạn
DVC-2026-005341,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,38,Trễ hẹn
DVC-2026-007802,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,12,Đúng hạn
DVC-2026-001719,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,10,Đúng hạn
DVC-2026-003651,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,2,Đúng hạn
DVC-2026-000936,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,2,Đúng hạn
DVC-2026-005339,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,7,Đúng hạn
DVC-2026-003025,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,30,Trễ hẹn
DVC-2026-008658,Xây dựng,Trực tiếp tại quầy,Tháng 2,36,Trễ hẹn
DVC-2026-005882,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,5,Đúng hạn
DVC-2026-002462,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,8,Đúng hạn
DVC-2026-006159,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,43,Trễ hẹn
DVC-2026-005552,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 8,13,Đúng hạn
DVC-2026-000157,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 3,6,Đúng hạn
DVC-2026-006004,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,6,Đúng hạn
DVC-2026-005565,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,2,Đúng hạn
DVC-2026-003732,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,42,Trễ hẹn
DVC-2026-007728,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,25,Trễ hẹn
DVC-2026-006571,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,13,Đúng hạn
DVC-2026-008079,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,4,Đúng hạn
DVC-2026-007113,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,3,Đúng hạn
DVC-2026-005033,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,4,Đúng hạn
DVC-2026-002573,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,12,Đúng hạn
DVC-2026-004349,Xây dựng,Trực tuyến (DVC),Tháng 7,19,Trễ hẹn
DVC-2026-007579,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,3,Đúng hạn
DVC-2026-006238,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 1,12,Đúng hạn
DVC-2026-009665,Xây dựng,Trực tuyến (DVC),Tháng 3,1,Đúng hạn
DVC-2026-006047,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 2,41,Trễ hẹn
DVC-2026-008731,Xây dựng,Trực tiếp tại quầy,Tháng 4,36,Trễ hẹn
DVC-2026-007378,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-004238,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,12,Đúng hạn
DVC-2026-005537,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,2,Đúng hạn
DVC-2026-004338,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,9,Đúng hạn
DVC-2026-008603,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,3,Đúng hạn
DVC-2026-007339,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,9,Đúng hạn
DVC-2026-003814,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,38,Trễ hẹn
DVC-2026-006224,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 5,6,Đúng hạn
DVC-2026-001235,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,10,Đúng hạn
DVC-2026-009553,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,2,Đúng hạn
DVC-2026-007191,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,13,Đúng hạn
DVC-2026-006385,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,44,Trễ hẹn
DVC-2026-007543,Xây dựng,Trực tuyến (DVC),Tháng 12,1,Đúng hạn
DVC-2026-001532,Xây dựng,Trực tuyến (DVC),Tháng 9,11,Đúng hạn
DVC-2026-000573,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,6,Đúng hạn
DVC-2026-000660,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,41,Trễ hẹn
DVC-2026-007182,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-009511,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,40,Trễ hẹn
DVC-2026-004498,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,33,Trễ hẹn
DVC-2026-003756,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,26,Trễ hẹn
DVC-2026-001556,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 3,13,Đúng hạn
DVC-2026-005295,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,6,Đúng hạn
DVC-2026-002416,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 4,2,Đúng hạn
DVC-2026-004725,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,3,Đúng hạn
DVC-2026-007117,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 9,38,Trễ hẹn
DVC-2026-007847,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 11,3,Đúng hạn
DVC-2026-003865,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,3,Đúng hạn
DVC-2026-001359,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,11,Đúng hạn
DVC-2026-006902,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,7,Đúng hạn
DVC-2026-004373,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,2,Đúng hạn
DVC-2026-001680,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,43,Trễ hẹn
DVC-2026-008321,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,12,Đúng hạn
DVC-2026-006891,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,11,Đúng hạn
DVC-2026-009820,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,7,Đúng hạn
DVC-2026-005524,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,25,Trễ hẹn
DVC-2026-005978,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,3,Đúng hạn
DVC-2026-002414,Xây dựng,Trực tuyến (DVC),Tháng 4,32,Trễ hẹn
DVC-2026-003705,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,2,Đúng hạn
DVC-2026-004426,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,20,Trễ hẹn
DVC-2026-005813,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,44,Trễ hẹn
DVC-2026-007547,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,9,Đúng hạn
DVC-2026-000617,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,1,Đúng hạn
DVC-2026-009361,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 12,26,Trễ hẹn
DVC-2026-001467,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,20,Trễ hẹn
DVC-2026-009848,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,21,Trễ hẹn
DVC-2026-004218,Xây dựng,Trực tiếp tại quầy,Tháng 11,8,Đúng hạn
DVC-2026-008952,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,29,Trễ hẹn
DVC-2026-008707,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,13,Đúng hạn
DVC-2026-003627,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,9,Đúng hạn
DVC-2026-008061,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,1,Đúng hạn
DVC-2026-001936,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,13,Đúng hạn
DVC-2026-003370,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,5,Đúng hạn
DVC-2026-004854,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,7,Đúng hạn
DVC-2026-002027,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,4,Đúng hạn
DVC-2026-002534,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 3,1,Đúng hạn
DVC-2026-001752,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,10,Đúng hạn
DVC-2026-005983,Xây dựng,Trực tiếp tại quầy,Tháng 12,5,Đúng hạn
DVC-2026-005516,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,12,Đúng hạn
DVC-2026-002721,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,36,Trễ hẹn
DVC-2026-004308,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,3,Đúng hạn
DVC-2026-001148,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 6,1,Đúng hạn
DVC-2026-006199,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,5,Đúng hạn
DVC-2026-006626,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 6,9,Đúng hạn
DVC-2026-008290,Xây dựng,Trực tuyến (DVC),Tháng 12,21,Trễ hẹn
DVC-2026-006551,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,26,Trễ hẹn
